"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 10- 23","230.76","234.08","235.14","227.76","52.29M","-2.16%"
"2024- 10- 22","235.86","233.88","236.22","232.60","38.85M","-0.26%"
"2024- 10- 21","236.48","234.45","236.85","234.45","36.25M","0.63%"
"2024- 10- 18","235.00","236.18","236.18","234.01","46.43M","1.23%"
"2024- 10- 17","232.15","233.43","233.85","230.52","32.99M","0.16%"
"2024- 10- 16","231.78","231.60","232.12","229.84","34.08M","-0.89%"
"2024- 10- 15","233.85","233.61","237.49","232.37","64.75M","1.10%"
"2024- 10- 14","231.30","228.70","231.73","228.60","39.88M","1.65%"
"2024- 10- 11","227.55","229.30","229.41","227.34","31.76M","-0.65%"
"2024- 10- 10","229.04","227.78","229.50","227.17","28.18M","-0.22%"
"2024- 10- 09","229.54","225.23","229.75","224.83","33.59M","1.67%"
"2024- 10- 08","225.77","224.30","225.98","223.25","31.86M","1.84%"
"2024- 10- 07","221.69","224.50","225.69","221.33","39.51M","-2.25%"
"2024- 10- 04","226.80","227.90","228.00","224.13","37.35M","0.50%"
"2024- 10- 03","225.67","225.14","226.80","223.32","34.04M","-0.49%"
"2024- 10- 02","226.78","225.89","227.37","223.02","32.88M","0.25%"
"2024- 10- 01","226.21","229.52","229.65","223.74","63.29M","-2.91%"
